      1.000000     0.197336    -2.549777
      2.000000     0.240087    -0.514499
      3.000000     0.294309    -1.534826
      4.000000     0.297848     0.665046
      5.000000     0.299175    -2.003585
      6.000000     0.334759    -0.871107
      7.000000     0.400930    -0.759971
      8.000000     0.414191     0.862854
      9.000000     0.426793    -0.931486
     10.000000     0.456062     2.184814
     11.000000     0.465794     0.965534
     12.000000     0.495476     0.367831
     13.000000     0.525890    -0.402906
     14.000000     0.544523     1.242692
     15.000000     0.549279     1.121237
     16.000000     0.558973     1.881850
     17.000000     0.565065     0.243312
     18.000000     0.573435    -0.879743
     19.000000     0.577668     0.435914
     20.000000     0.589211     1.880406
     21.000000     0.635274     1.100997
     22.000000     0.667633     0.529112
     23.000000     0.668378    -1.238390
     24.000000     0.675262     0.173243
     25.000000     0.690353     1.085871
     26.000000     0.699266     0.430426
     27.000000     0.713562    -1.891449
     28.000000     0.716697    -1.499962
     29.000000     0.727634    -2.787884
     30.000000     0.729527    -1.600904
     31.000000     0.736168     0.982305
     32.000000     0.741454    -2.284554
     33.000000     0.756187     2.445969
     34.000000     0.759053    -1.866786
     35.000000     0.774229     2.789583
     36.000000     0.783674    -3.118104
     37.000000     0.783818     0.287759
     38.000000     0.788974    -1.785861
     39.000000     0.809119    -2.184262
     40.000000     0.828386    -1.121108
     41.000000     0.835984    -0.896423
     42.000000     0.842552    -3.103119
     43.000000     0.854112    -0.798541
     44.000000     0.862017     0.995082
     45.000000     0.871909    -0.229760
     46.000000     0.879349     3.045690
     47.000000     0.882708     2.263753
     48.000000     0.893803     2.953924
     49.000000     0.898120    -0.980245
     50.000000     0.910623     0.137729
     51.000000     0.913574     1.713734
     52.000000     0.929551     0.233327
     53.000000     0.933272     2.794996
     54.000000     0.937734     3.060997
     55.000000     0.950924     1.664983
     56.000000     0.965452    -0.221055
     57.000000     0.966523     0.990782
     58.000000     0.969548     2.681480
     59.000000     0.993662    -0.550421
     60.000000     1.011177    -1.843269
     61.000000     1.012437     0.656003
     62.000000     1.023962    -2.864477
     63.000000     1.024368    -0.016113
     64.000000     1.026173    -0.219424
     65.000000     1.034443    -1.872378
     66.000000     1.056562     2.256147
     67.000000     1.056973    -2.576450
     68.000000     1.063945     1.160727
     69.000000     1.064973    -1.298410
     70.000000     1.087530     0.036919
     71.000000     1.102514     0.946162
     72.000000     1.107081    -1.713470
     73.000000     1.108654    -2.194355
     74.000000     1.121974     2.092094
     75.000000     1.128912    -0.257592
     76.000000     1.135227    -0.532170
     77.000000     1.142168     0.857819
     78.000000     1.143039    -3.072738
     79.000000     1.146684     2.428652
     80.000000     1.152908    -2.253795
     81.000000     1.189630     1.641051
     82.000000     1.195602    -2.914019
     83.000000     1.197276    -0.470364
     84.000000     1.210031    -2.348552
     85.000000     1.246527    -2.377111
     86.000000     1.247789     2.502849
     87.000000     1.247888    -2.750016
     88.000000     1.257997     1.261264
     89.000000     1.261598     0.558919
     90.000000     1.271617     2.609296
     91.000000     1.285861    -1.145441
     92.000000     1.302762    -1.966922
     93.000000     1.305754     1.192584
     94.000000     1.324839     2.330269
     95.000000     1.325291    -0.962729
     96.000000     1.330996    -2.540524
     97.000000     1.345372    -0.520186
     98.000000     1.347264    -1.101907
     99.000000     1.347487    -2.701739
    100.000000     1.348841     1.254623
    101.000000     1.348982    -1.762545
    102.000000     1.351707    -3.096860
    103.000000     1.352485    -2.301010
    104.000000     1.369941     2.115648
    105.000000     1.371069     2.183667
    106.000000     1.374006     2.676533
    107.000000     1.381657    -2.031222
    108.000000     1.384421    -0.073949
    109.000000     1.390876    -0.880992
    110.000000     1.407875     2.638005
    111.000000     1.409003    -1.399470
    112.000000     1.415993     0.989508
    113.000000     1.416332     0.912952
    114.000000     1.416968    -2.196197
    115.000000     1.421414     1.080019
    116.000000     1.424106     1.989664
    117.000000     1.431172     2.975470
    118.000000     1.436885     0.326815
    119.000000     1.447092    -0.021001
    120.000000     1.452746     2.373689
    121.000000     1.453087    -1.326353
    122.000000     1.462441     1.560328
    123.000000     1.474670     0.906917
    124.000000     1.475322    -0.592767
    125.000000     1.482245     1.745447
    126.000000     1.483762     2.445960
    127.000000     1.486624     2.418147
    128.000000     1.488922     0.568548
    129.000000     1.502656     0.947865
    130.000000     1.517293     2.904997
    131.000000     1.524892    -2.967801
    132.000000     1.540266     3.021363
    133.000000     1.546490     2.538773
    134.000000     1.566449    -2.590491
    135.000000     1.576740     2.094464
    136.000000     1.586825    -1.935916
    137.000000     1.586933     0.214190
    138.000000     1.596597     1.527114
    139.000000     1.600730     2.159272
    140.000000     1.606224    -0.717101
    141.000000     1.609189     0.602271
    142.000000     1.639020     3.119226
    143.000000     1.639555    -0.491153
    144.000000     1.640941    -1.181178
    145.000000     1.642766     1.270420
    146.000000     1.668037    -1.505848
    147.000000     1.668146    -1.790784
    148.000000     1.674317     2.120696
    149.000000     1.675925     2.118931
    150.000000     1.701037    -0.275524
    151.000000     1.705161    -1.340643
    152.000000     1.720740    -1.218513
    153.000000     1.722059     0.621084
    154.000000     1.725522     1.782820
    155.000000     1.730742    -2.977157
    156.000000     1.741051     0.276843
    157.000000     1.749142    -2.886256
    158.000000     1.753871    -3.031454
    159.000000     1.758642    -2.334715
    160.000000     1.779495    -2.975568
    161.000000     1.784160     1.053599
    162.000000     1.788619    -2.957786
    163.000000     1.789435     0.664520
    164.000000     1.794822     2.860186
    165.000000     1.807462     2.784931
    166.000000     1.813398     0.607959
    167.000000     1.825231    -1.205289
    168.000000     1.837810     0.152754
    169.000000     1.839164    -1.578272
    170.000000     1.848992    -0.094738
    171.000000     1.849981     1.153244
    172.000000     1.858706     1.022692
    173.000000     1.863972    -1.159815
    174.000000     1.874476     2.868400
    175.000000     1.875807     0.948619
    176.000000     1.876095     2.300077
    177.000000     1.895795     0.605095
    178.000000     1.899379     0.049171
    179.000000     1.921330     1.415430
    180.000000     1.927904    -2.513538
    181.000000     1.941994    -2.052102
    182.000000     1.962104    -1.930144
    183.000000     1.969761    -0.520122
    184.000000     1.997399     0.300997
    185.000000     2.005440     1.217502
    186.000000     2.021610    -1.638435
    187.000000     2.023828    -1.986947
    188.000000     2.038563     2.439027
    189.000000     2.041135    -1.052270
    190.000000     2.044772     2.569194
    191.000000     2.064917     2.220829
    192.000000     2.076661     0.846868
    193.000000     2.085324    -1.319392
    194.000000     2.087075     2.057530
    195.000000     2.091502    -3.047210
    196.000000     2.096982    -0.804672
    197.000000     2.098722    -2.375052
    198.000000     2.101584    -1.022285
    199.000000     2.123660     1.922197
    200.000000     2.130721    -1.589932
    201.000000     2.134149     0.437593
    202.000000     2.142651    -0.294428
