Test	Complex	Distribution	Minimization	RMSD
500	lig	uniform	0	4.404979658242427
500	lig	uniform	0	4.7523745447311585
500	lig	uniform	0	3.9365616654659092
500	lig	uniform	0	2.99077176148425
500	lig	uniform	0	4.214270620348419
500	lig	uniform	0	3.63644476942003
500	lig	uniform	0	4.766553855610653
500	lig	uniform	0	4.121907015154892
500	lig	uniform	0	4.385632453827101
500	lig	uniform	0	3.4938284784396636
500	lig	uniform	0	3.9070817112185607
500	lig	uniform	0	3.645362166295025
500	lig	uniform	0	3.4446307901051147
500	lig	uniform	0	3.0297984795456254
500	lig	uniform	0	2.602992648179948
500	lig	uniform	0	2.512458259917732
500	lig	uniform	0	3.1708403207916085
500	lig	uniform	0	2.9886235975442808
500	lig	uniform	0	4.263868005379013
500	lig	uniform	0	2.806172313510107
500	lig	uniform	0	3.8049268912276206
500	lig	uniform	0	3.194709462912369
500	lig	uniform	0	4.2715450435214395
500	lig	uniform	0	4.797665669909617
500	lig	uniform	0	3.4037455332288022
500	lig	uniform	0	3.3663271594239563
500	lig	uniform	0	3.2893197847065347
500	lig	uniform	0	4.060511188984201
500	lig	uniform	0	3.55944448958667
500	lig	uniform	0	3.469829803656017
500	lig	uniform	0	4.163800922657087
500	lig	uniform	0	4.0288033305322655
500	lig	uniform	0	3.748971237124613
500	lig	uniform	0	2.7005720879611443
500	lig	uniform	0	3.4914093530955217
500	lig	uniform	0	3.101425748771785
500	lig	uniform	0	4.634827103390226
500	lig	uniform	0	4.567580387185305
500	lig	uniform	0	5.2211802517641885
500	lig	uniform	0	3.295417804453577
500	lig	uniform	0	4.0724325420964576
500	lig	uniform	0	4.9290137287025155
500	lig	uniform	0	3.2580607028561106
500	lig	uniform	0	4.147849100134949
500	lig	uniform	0	3.652266010569015
500	lig	uniform	0	3.6921446910249442
500	lig	uniform	0	4.294926601227913
500	lig	uniform	0	2.7086371575406725
500	lig	uniform	0	4.344252906064497
500	lig	uniform	0	2.8570766112256805
500	lig	uniform	0	4.443358688087273
500	lig	uniform	0	4.40701422685666
500	lig	uniform	0	3.8592008017975523
500	lig	uniform	0	2.9444317856149036
500	lig	uniform	0	4.623959840340359
500	lig	uniform	0	4.200726763622885
500	lig	uniform	0	3.6569877769281587
500	lig	uniform	0	4.145852464970086
500	lig	uniform	0	3.7681266762812005
500	lig	uniform	0	2.8543792424124192
500	lig	uniform	0	3.9862431669595293
500	lig	uniform	0	2.6926966229081852
500	lig	uniform	0	3.413460592704257
500	lig	uniform	0	2.7282396967535205
500	lig	uniform	0	4.141839029924171
500	lig	uniform	0	3.665231862597448
500	lig	uniform	0	4.574995995808005
500	lig	uniform	0	3.4942910667045073
500	lig	uniform	0	2.7415841700498236
500	lig	uniform	0	3.1248244503290517
500	lig	uniform	0	3.803337317703999
500	lig	uniform	0	4.519958564212501
500	lig	uniform	0	3.8849297639345863
500	lig	uniform	0	3.6733250652080414
500	lig	uniform	0	4.0435369842971705
500	lig	uniform	0	4.655841052259042
500	lig	uniform	0	3.594745272758259
500	lig	uniform	0	3.397224791999286
500	lig	uniform	0	3.419234670440646
500	lig	uniform	0	3.2048718623107786
500	lig	uniform	0	2.808319250492521
500	lig	uniform	0	4.054506579678468
500	lig	uniform	0	5.077393466296624
500	lig	uniform	0	2.9936236092279587
500	lig	uniform	0	2.58675091793189
500	lig	uniform	0	3.533892620880946
500	lig	uniform	0	4.312705420589204
500	lig	uniform	0	3.2397534140031143
500	lig	uniform	0	5.079443201455655
500	lig	uniform	0	2.5895206919486005
500	lig	uniform	0	3.023899945874927
500	lig	uniform	0	3.0343265633209886
500	lig	uniform	0	4.4898194175420905
500	lig	uniform	0	3.469616835269899
500	lig	uniform	0	4.415738441953423
500	lig	uniform	0	4.0596634268657885
500	lig	uniform	0	4.189715934276256
500	lig	uniform	0	2.912504289396274
500	lig	uniform	0	2.9299256470423676
500	lig	uniform	0	3.4250698934163673
500	lig	uniform	0	2.8069345217076718
500	lig	uniform	0	4.407631231423444
500	lig	uniform	0	4.315651571236679
500	lig	uniform	0	2.7852888825740685
500	lig	uniform	0	2.9052801923050153
500	lig	uniform	0	3.7703425557249814
500	lig	uniform	0	3.723629351817265
500	lig	uniform	0	2.784408989802924
500	lig	uniform	0	2.8523122722924654
500	lig	uniform	0	3.621368796074374
500	lig	uniform	0	5.044428222771993
500	lig	uniform	0	4.90973276759628
500	lig	uniform	0	3.8710725139199287
500	lig	uniform	0	3.0222133257188983
500	lig	uniform	0	4.375147088236327
500	lig	uniform	0	2.508991690492859
500	lig	uniform	0	2.9207898104495293
500	lig	uniform	0	3.434241581537945
500	lig	uniform	0	3.033097051664532
500	lig	uniform	0	3.486788939625568
500	lig	uniform	0	4.857833278193563
500	lig	uniform	0	4.472669455521068
500	lig	uniform	0	3.0697010279763224
500	lig	uniform	0	2.995143820446555
500	lig	uniform	0	4.730858117036032
500	lig	uniform	0	2.5053303971162255
500	lig	uniform	0	4.3381078145020595
500	lig	uniform	0	3.6925476688900836
500	lig	uniform	0	3.532682759581424
500	lig	uniform	0	3.5925435049703838
500	lig	uniform	0	3.0953442416924117
500	lig	uniform	0	3.5881921776565266
500	lig	uniform	0	2.864532392261465
500	lig	uniform	0	3.926647136601622
500	lig	uniform	0	4.892670437016445
500	lig	uniform	0	3.2089233650190923
500	lig	uniform	0	3.976238635398416
500	lig	uniform	0	3.880253441267436
500	lig	uniform	0	4.3690514639618545
500	lig	uniform	0	3.570207071182345
500	lig	uniform	0	3.4599970149153267
500	lig	uniform	0	4.826728506901907
500	lig	uniform	0	2.917093989359243
500	lig	uniform	0	4.5730688854142425
500	lig	uniform	0	4.387625430919535
500	lig	uniform	0	2.963682357784619
500	lig	uniform	0	4.96283079785334
500	lig	uniform	0	5.549582622384427
500	lig	uniform	0	2.5001054133590617
500	lig	uniform	0	3.0095103757242305
500	lig	uniform	0	4.423027427237332
500	lig	uniform	0	4.631766382677676
500	lig	uniform	0	2.81278739392336
500	lig	uniform	0	3.621370765548465
500	lig	uniform	0	2.9476390216377597
500	lig	uniform	0	4.315080021986471
500	lig	uniform	0	3.922411764717811
500	lig	uniform	0	4.462061012887158
500	lig	uniform	0	2.6523827877686785
500	lig	uniform	0	3.5418515227334337
500	lig	uniform	0	3.2337755264064874
500	lig	uniform	0	4.397037282835028
500	lig	uniform	0	5.289242671341307
500	lig	uniform	0	2.752277575472052
500	lig	uniform	0	3.6571555652935164
500	lig	uniform	0	5.727370841525481
500	lig	uniform	0	3.2904769329339625
500	lig	uniform	0	4.189229111529899
500	lig	uniform	0	3.464096482990318
500	lig	uniform	0	5.152587174044704
500	lig	uniform	0	3.26728405145866
500	lig	uniform	0	3.3726051168708855
500	lig	uniform	0	4.335838437943785
500	lig	uniform	0	4.656212055281012
500	lig	uniform	0	4.8027412764478
500	lig	uniform	0	4.177600440356309
500	lig	uniform	0	4.14093373941112
500	lig	uniform	0	4.473519268958092
500	lig	uniform	0	3.97184789183172
500	lig	uniform	0	4.280060804156825
500	lig	uniform	0	3.883855000329999
500	lig	uniform	0	2.865181733464313
500	lig	uniform	0	4.296975029164628
500	lig	uniform	0	4.232390550175262
500	lig	uniform	0	3.582396465340348
500	lig	uniform	0	2.966202851996211
500	lig	uniform	0	4.120544781517641
500	lig	uniform	0	3.060822113670981
500	lig	uniform	0	3.6730127371892536
500	lig	uniform	0	3.3671818036039176
500	lig	uniform	0	2.9669063478878637
500	lig	uniform	0	4.174490859192009
500	lig	uniform	0	4.46804240161739
500	lig	uniform	0	3.1235317958083173
500	lig	uniform	0	3.5852030668886172
500	lig	uniform	0	4.0926066326354995
500	lig	uniform	0	3.1927529492240363
500	lig	uniform	0	4.292480077788427
500	lig	uniform	0	4.227489254110172
500	lig	uniform	0	2.9458715049211577
500	lig	uniform	0	4.702707791244874
500	lig	uniform	0	4.171813236592069
500	lig	uniform	0	3.4793527282114605
500	lig	uniform	0	4.511029210218229
500	lig	uniform	0	3.976966057371783
500	lig	uniform	0	2.8954159000988744
500	lig	uniform	0	5.479012186759562
500	lig	uniform	0	2.6556710893175044
500	lig	uniform	0	3.1535145507480156
500	lig	uniform	0	2.9731103564336894
500	lig	uniform	0	3.802777779304434
500	lig	uniform	0	3.472570521637682
500	lig	uniform	0	2.7538467041536476
500	lig	uniform	0	4.648497615297393
500	lig	uniform	0	4.391241186218245
500	lig	uniform	0	3.4844088575930816
500	lig	uniform	0	2.9855832345533986
500	lig	uniform	0	3.5487351613539486
500	lig	uniform	0	3.501496042931231
500	lig	uniform	0	3.180207538549963
500	lig	uniform	0	3.878072642006076
500	lig	uniform	0	4.156269031221712
500	lig	uniform	0	3.639486848259465
500	lig	uniform	0	4.296354692502629
500	lig	uniform	0	4.533956731399592
500	lig	uniform	0	3.952141569245788
500	lig	uniform	0	3.17369953254049
500	lig	uniform	0	2.622466505993019
500	lig	uniform	0	4.575064875212911
500	lig	uniform	0	4.987545170582629
500	lig	uniform	0	3.8764020840933724
1000	lig	uniform	0	3.8345094352610127
1000	lig	uniform	0	4.704399433828387
1000	lig	uniform	0	3.973277739590934
1000	lig	uniform	0	3.60426114185113
1000	lig	uniform	0	3.399632772162001
1000	lig	uniform	0	4.633576344765386
1000	lig	uniform	0	4.040442506433133
1000	lig	uniform	0	4.438372675559144
1000	lig	uniform	0	3.506105867717102
1000	lig	uniform	0	3.1261734164557393
1000	lig	uniform	0	3.2152327016641893
1000	lig	uniform	0	4.282232194125504
1000	lig	uniform	0	4.118798302753932
1000	lig	uniform	0	2.7223549328368257
1000	lig	uniform	0	3.4305191657659257
1000	lig	uniform	0	4.552829826743877
1000	lig	uniform	0	3.4816190969839713
1000	lig	uniform	0	3.8978473975834627
1000	lig	uniform	0	4.169589121893741
1000	lig	uniform	0	2.7728133016600345
1000	lig	uniform	0	3.8376905030824733
1000	lig	uniform	0	3.692740397850531
1000	lig	uniform	0	4.880327427110724
1000	lig	uniform	0	3.81278569503967
1000	lig	uniform	0	4.796452922340851
1000	lig	uniform	0	3.5082542186503254
1000	lig	uniform	0	3.841742099791149
1000	lig	uniform	0	4.386379040206146
1000	lig	uniform	0	2.9239232806012976
1000	lig	uniform	0	3.6848914085682676
1000	lig	uniform	0	3.057833774864586
1000	lig	uniform	0	3.3650887630499278
1000	lig	uniform	0	4.957607161384942
1000	lig	uniform	0	3.3809136757422324
1000	lig	uniform	0	4.658813548773147
1000	lig	uniform	0	4.042104927533376
1000	lig	uniform	0	3.220810021147944
1000	lig	uniform	0	2.9614041262122006
1000	lig	uniform	0	4.975146637963969
1000	lig	uniform	0	4.336092776212845
1000	lig	uniform	0	3.859091292511841
1000	lig	uniform	0	3.067021573902292
1000	lig	uniform	0	3.551005770588038
1000	lig	uniform	0	3.2238554132878665
1000	lig	uniform	0	3.2422909336127925
1000	lig	uniform	0	4.42102332347928
1000	lig	uniform	0	4.773425402961223
1000	lig	uniform	0	3.6397500272749133
1000	lig	uniform	0	3.4903864677845235
1000	lig	uniform	0	4.817216751850091
1000	lig	uniform	0	3.852572342453182
1000	lig	uniform	0	4.373497652574937
1000	lig	uniform	0	2.5336226023667203
1000	lig	uniform	0	4.446143910619813
1000	lig	uniform	0	3.8126501527868535
1000	lig	uniform	0	3.1985509826208682
1000	lig	uniform	0	4.651599426225539
1000	lig	uniform	0	3.5339535180704322
1000	lig	uniform	0	4.269683743071284
1000	lig	uniform	0	4.09672388519414
1000	lig	uniform	0	5.194394391468596
1000	lig	uniform	0	2.939731790637729
1000	lig	uniform	0	3.0898645613056743
1000	lig	uniform	0	5.067878113531909
1000	lig	uniform	0	3.4647678801323214
1000	lig	uniform	0	3.060780060151337
1000	lig	uniform	0	3.3641078727824345
1000	lig	uniform	0	4.552665368629436
1000	lig	uniform	0	4.4736467511903655
1000	lig	uniform	0	5.477718080131198
1000	lig	uniform	0	3.491176524491053
1000	lig	uniform	0	3.131716075866902
1000	lig	uniform	0	3.4679126808384138
1000	lig	uniform	0	3.918327509524579
1000	lig	uniform	0	3.8941443830092943
1000	lig	uniform	0	3.5323602421491174
1000	lig	uniform	0	3.7154569353813045
1000	lig	uniform	0	2.5628313731554164
1000	lig	uniform	0	3.337938732795048
1000	lig	uniform	0	2.5264123385774435
1000	lig	uniform	0	3.393376860993513
1000	lig	uniform	0	3.266707433734831
1000	lig	uniform	0	3.2787734638102966
1000	lig	uniform	0	3.6817973215878625
1000	lig	uniform	0	4.615297221979148
1000	lig	uniform	0	3.2789030640306454
1000	lig	uniform	0	3.2269550312968165
1000	lig	uniform	0	3.2640064373315254
1000	lig	uniform	0	2.922146320752515
1000	lig	uniform	0	2.45629498462093
1000	lig	uniform	0	3.870072063878147
1000	lig	uniform	0	3.6327253954442025
1000	lig	uniform	0	4.264221926519342
1000	lig	uniform	0	3.3307365497574555
1000	lig	uniform	0	3.235506611601067
1000	lig	uniform	0	4.172752639419675
1000	lig	uniform	0	4.47990910755594
1000	lig	uniform	0	3.3162494733174426
1000	lig	uniform	0	3.805289721958478
1000	lig	uniform	0	3.879454962151461
1000	lig	uniform	0	4.041648365219262
1000	lig	uniform	0	3.8064203777213
1000	lig	uniform	0	3.0768432783844504
1000	lig	uniform	0	3.5921042723225862
1000	lig	uniform	0	3.7501787590764826
1000	lig	uniform	0	3.623932677214466
1000	lig	uniform	0	3.386824881780907
1000	lig	uniform	0	3.7344941719741427
1000	lig	uniform	0	3.020309444006256
1000	lig	uniform	0	2.7281917274500085
1000	lig	uniform	0	3.708139203091244
1000	lig	uniform	0	4.407506449317592
1000	lig	uniform	0	3.7626379187989145
1000	lig	uniform	0	4.4303294468633965
1000	lig	uniform	0	2.4142137005877116
1000	lig	uniform	0	2.6372273336605203
1000	lig	uniform	0	3.453115869510226
1000	lig	uniform	0	4.430636234298458
1000	lig	uniform	0	3.0026160579064824
1000	lig	uniform	0	3.359566646419969
1000	lig	uniform	0	2.892691323060449
1000	lig	uniform	0	3.0749279040618456
1000	lig	uniform	0	2.8896538941338856
1000	lig	uniform	0	3.619880204454838
1000	lig	uniform	0	3.6127737556761774
1000	lig	uniform	0	4.455004608742205
1000	lig	uniform	0	3.359747714871703
1000	lig	uniform	0	4.464551283529875
1000	lig	uniform	0	5.196174240759858
1000	lig	uniform	0	3.326370270202187
1000	lig	uniform	0	3.3925965474828734
1000	lig	uniform	0	3.9551940100342655
1000	lig	uniform	0	2.799948112299279
1000	lig	uniform	0	3.8358502506050556
1000	lig	uniform	0	3.6474817717955026
1000	lig	uniform	0	3.333220767478582
1000	lig	uniform	0	3.4098566097874774
1000	lig	uniform	0	5.236900996887876
1000	lig	uniform	0	4.759229969485677
1000	lig	uniform	0	4.484697772814652
1000	lig	uniform	0	4.940103527119852
1000	lig	uniform	0	3.292729196106325
1000	lig	uniform	0	4.603754374568425
1000	lig	uniform	0	2.916157955858869
1000	lig	uniform	0	4.737932110717003
1000	lig	uniform	0	4.757592757227606
1000	lig	uniform	0	4.432727631831219
1000	lig	uniform	0	2.509670155425526
1000	lig	uniform	0	2.9560953949304745
1000	lig	uniform	0	4.3648478434321145
1000	lig	uniform	0	4.860486413680311
1000	lig	uniform	0	2.825712633320666
1000	lig	uniform	0	4.382522705462955
1000	lig	uniform	0	4.592595820222521
1000	lig	uniform	0	3.007772872577964
1000	lig	uniform	0	2.8422248133830172
1000	lig	uniform	0	3.7788552293861186
1000	lig	uniform	0	3.4951188246924243
1000	lig	uniform	0	2.9994948733909075
1000	lig	uniform	0	2.7186091234258045
1000	lig	uniform	0	3.3169141584886663
1000	lig	uniform	0	2.5660860763245283
1000	lig	uniform	0	2.8668433112790757
1000	lig	uniform	0	3.592623672508669
1000	lig	uniform	0	2.894083742003902
1000	lig	uniform	0	4.108295035483273
1000	lig	uniform	0	4.378795041231326
1000	lig	uniform	0	3.026999138009592
1000	lig	uniform	0	3.515580110523734
1000	lig	uniform	0	3.7353226895799847
1000	lig	uniform	0	3.9417822604379404
1000	lig	uniform	0	5.037156181641332
1000	lig	uniform	0	4.889507047338488
1000	lig	uniform	0	4.550699435090081
1000	lig	uniform	0	4.513207942871515
1000	lig	uniform	0	3.5985717994481985
1000	lig	uniform	0	3.5176667909201655
1000	lig	uniform	0	3.3904812354650407
1000	lig	uniform	0	3.627480047439062
1000	lig	uniform	0	5.244540664835525
1000	lig	uniform	0	2.920594394859592
1000	lig	uniform	0	2.9110643859096204
1000	lig	uniform	0	4.431331148571628
1000	lig	uniform	0	3.495484417941803
1000	lig	uniform	0	3.9932154186043975
1000	lig	uniform	0	3.5190186766795586
1000	lig	uniform	0	3.4575923938531496
1000	lig	uniform	0	4.1114441053404756
1000	lig	uniform	0	2.393344168720211
1000	lig	uniform	0	3.980374600837593
1000	lig	uniform	0	3.76811831186786
1000	lig	uniform	0	4.297162954592793
1000	lig	uniform	0	3.185917270319143
1000	lig	uniform	0	3.443062163760671
1000	lig	uniform	0	3.857399193052228
1000	lig	uniform	0	4.182467745711941
1000	lig	uniform	0	3.129467572059334
1000	lig	uniform	0	4.548924758475243
1000	lig	uniform	0	3.9680791417745196
1000	lig	uniform	0	3.0838776481827246
1000	lig	uniform	0	3.4459501511884865
1000	lig	uniform	0	2.9851660375195768
1000	lig	uniform	0	4.0709393891000785
1000	lig	uniform	0	3.782823272574949
1000	lig	uniform	0	2.9829798503018106
1000	lig	uniform	0	3.5118677137100343
1000	lig	uniform	0	3.7437206056634778
